FinalID,CommonName,CaliforniaTaxon,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,GenusComplex,Genus,SpeciesComplex,Species,Subspecies,Variety,TaxonomicAuthority,FinalIDAuthority,Source
Sigara grossolineata,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Corixidae,,,,Sigara,,Sigara grossolineata,,,Hungerford,SAFIT,DFG-ABL
Sigara krafti,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Corixidae,,,,Sigara,,Sigara krafti,,,Stonedahl,SAFIT,DFG-ABL
Sigara mckinstryi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Corixidae,,,,Sigara,,Sigara mckinstryi,,,Hungerford,SAFIT,DFG-ABL
Sigara nevadensis,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Corixidae,,,,Sigara,,Sigara nevadensis,,,(Walley),SAFIT,DFG-ABL
Sigara omani,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Corixidae,,,,Sigara,,Sigara omani,,,Hungerford,SAFIT,DFG-ABL
Sigara vallis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Corixidae,,,,Sigara,,Sigara vallis,,,Lauck,SAFIT,DFG-ABL
Sigara vandykei,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Corixidae,,,,Sigara,,Sigara vandykei,,,Hungerford,SAFIT,DFG-ABL
Sigara washingtonensis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Hemiptera,,,Corixidae,,,,Sigara,,Sigara washingtonensis,,,Hungerford,SAFIT,DFG-ABL
Silicea,,TRUE,Silicea,,,,,,,,,,,,,,,,,,Gray,SAFIT,DFG-ABL
Silvius,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Tabanidae,,,,Silvius,,,,,Meigen,SAFIT,DFG-ABL
Simuliidae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,,,,,,Newman,SAFIT,DFG-ABL
Simulium,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,,,,Latreille,SAFIT,DFG-ABL
Simulium anduzei,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium anduzei,,,Vargas and Diaz Najera,SAFIT,DFG-ABL
Simulium apricarium,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium apricarium,,,"Adler, Currie and Wood",SAFIT,DFG-ABL
Simulium argus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium argus,,,Wiliston,SAFIT,DFG-ABL
Simulium balteatum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium balteatum,,,"Adler, Currie and Wood",SAFIT,DFG-ABL
Simulium bivittatum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium bivittatum,,,Malloch,SAFIT,DFG-ABL
Simulium brevicercum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium brevicercum,,,Knowlton and Rowe,SAFIT,DFG-ABL
Simulium bricenoi,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium bricenoi,,,"Vargas, Martinez Palacios and Diaz Najera",SAFIT,DFG-ABL
Simulium canadense,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium canadense,,,Hearle,SAFIT,DFG-ABL
Simulium canonicolum,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium canonicolum,,,(Dyar and Shannon),SAFIT,DFG-ABL
Simulium carbunculum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium carbunculum,,,"Adler, Currie and Wood",SAFIT,DFG-ABL
Simulium chromatinum,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium chromatinum,,,"Adler, Currie and Wood",SAFIT,DFG-ABL
Simulium chromocentrum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium chromocentrum,,,"Adler, Currie and Wood",SAFIT,DFG-ABL
Simulium clarum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium clarum,,,(Dyar and Shannon),SAFIT,DFG-ABL
Simulium conicum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium conicum,,,"Adler, Currie and Wood",SAFIT,DFG-ABL
Simulium craigi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium craigi,,,Stone and Snoddy,SAFIT,DFG-ABL
Simulium curiei,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium curiei,,,Adler and Wood,SAFIT,DFG-ABL
Simulium decorum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium decorum,,,Walker,SAFIT,DFG-ABL
Simulium defoliarti,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium defoliarti,,,Stone and Peterson,SAFIT,DFG-ABL
Simulium donovani,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium donovani,,,Vargas,SAFIT,DFG-ABL
Simulium encisoi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium encisoi,,,Vargas and Diaz Najera,SAFIT,DFG-ABL
Simulium freemani,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium freemani,,,Vargas and Diaz Najera,SAFIT,DFG-ABL
Simulium griseum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium griseum,,,Coquillett,SAFIT,DFG-ABL
Simulium hechti,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium hechti,,,"Vargas, Martinez Palacios and Diaz Najera",SAFIT,DFG-ABL
Simulium hippovorum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium hippovorum,,,Malloch,SAFIT,DFG-ABL
Simulium hunteri,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium hunteri,,,Malloch,SAFIT,DFG-ABL
Simulium infernale,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium infernale,,,"Adler, Currie and Wood",SAFIT,DFG-ABL
Simulium iriartei,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium iriartei,,,"Vargas, Martinez Palacios and Diaz Najera",SAFIT,DFG-ABL
Simulium jacumbae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium jacumbae,,,Dyar and Shannon,SAFIT,DFG-ABL
Simulium jenningsi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium jenningsi,,,Malloch,SAFIT,DFG-ABL
Simulium joculator,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium joculator,,,"Adler, Currie and Wood",SAFIT,DFG-ABL
Simulium longithallum,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium longithallum,,,Diaz Najera and Vulcano,SAFIT,DFG-ABL
Simulium meridionale,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium meridionale,,,Riley,SAFIT,DFG-ABL
Simulium modicum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium modicum,,,"Adler, Currie and Wood",SAFIT,DFG-ABL
Simulium mysterium,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium mysterium,,,"Adler, Currie and Wood",SAFIT,DFG-ABL
Simulium nebulosum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium nebulosum,,,Currie and Adler,SAFIT,DFG-ABL
Simulium negativum,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium negativum,,,"Adler, Currie and Wood",SAFIT,DFG-ABL
Simulium notatum,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium notatum,,,Adams,SAFIT,DFG-ABL
Simulium paynei,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium paynei,,,Vargas,SAFIT,DFG-ABL
Simulium petersoni,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium petersoni,,,Stone and Defoliart,SAFIT,DFG-ABL
Simulium pilosum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium pilosum,,,(Knowlton and Rowe),SAFIT,DFG-ABL
Simulium piperi,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium piperi,,,Dyar and Shannon,SAFIT,DFG-ABL
Simulium pugetense,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium pugetense,,,(Dyar and Shannon),SAFIT,DFG-ABL
Simulium quadratum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium quadratum,,,(Stains and Knowlton),SAFIT,DFG-ABL
Simulium rostratum,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium rostratum,,,(Lundstrom),SAFIT,DFG-ABL
Simulium saxosum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium saxosum,,,"Adler, Currie and Wood",SAFIT,DFG-ABL
Simulium silvestre,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium silvestre,,,(Rubtsov),SAFIT,DFG-ABL
Simulium tescorum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium tescorum,,,Stone and Boreham,SAFIT,DFG-ABL
Simulium tribulatum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium tribulatum,,,Lugger,SAFIT,DFG-ABL
Simulium trivittatum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium trivittatum,,,Malloch,SAFIT,DFG-ABL
Simulium tuberosum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium tuberosum,,,Lundstrom,SAFIT,DFG-ABL
Simulium twinni,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium twinni,,,Stains and Knowlton,SAFIT,DFG-ABL
Simulium vandalicum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium vandalicum,,,Dyar and Shannon,SAFIT,DFG-ABL
Simulium venator,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium venator,,,Dyar and Shannon,SAFIT,DFG-ABL
Simulium venustum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium venustum,,,Say,SAFIT,DFG-ABL
Simulium virgatum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium virgatum,,,Coquillett,SAFIT,DFG-ABL
Simulium vittatum,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium vittatum,,,Zetterstedt,SAFIT,DFG-ABL
Simulium wyomingense,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium wyomingense,,,Stone and Defoliart,SAFIT,DFG-ABL
Simulium zephyrus,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Simulium,,Simulium zephyrus,,,"Adler, Currie and Wood",SAFIT,DFG-ABL
Sinelobus,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Tanaidacea,,,Tanaidae,,,,Sinelobus,,,,,Sieg,SAFIT,DFG-ABL
Sinelobus stanfordi,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Tanaidacea,,,Tanaidae,,,,Sinelobus,,Sinelobus stanfordi,,,(Richards),SAFIT,DFG-ABL
Siphlonuridae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Siphlonuridae,,,,,,,,,Ulmer,SAFIT,DFG-ABL
Siphlonurus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Siphlonuridae,,,,Siphlonurus,,,,,Eaton,SAFIT,DFG-ABL
Siphlonurus autumnalis,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Siphlonuridae,,,,Siphlonurus,,Siphlonurus autumnalis,,,McDunnough,SAFIT,DFG-ABL
Siphlonurus columbianus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Siphlonuridae,,,,Siphlonurus,,Siphlonurus columbianus,,,McDunnough,SAFIT,DFG-ABL
Siphlonurus occidentalis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Siphlonuridae,,,,Siphlonurus,,Siphlonurus occidentalis,,,(Eaton),SAFIT,DFG-ABL
Siphlonurus spectabilis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Ephemeroptera,,,Siphlonuridae,,,,Siphlonurus,,Siphlonurus spectabilis,,,Traver,SAFIT,DFG-ABL
Sisko,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Philopotamidae,,,Dolophilodes/ Sisko,Sisko,,,,,Ross,SAFIT,DFG-ABL
Sisko oregona,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Philopotamidae,,,Dolophilodes/ Sisko,Sisko,,Sisko oregona,,,(Denning),SAFIT,DFG-ABL
Sisko sisko,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Philopotamidae,,,Dolophilodes/ Sisko,Sisko,,Sisko sisko,,,(Ross),SAFIT,DFG-ABL
Sisyra,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Neuroptera,,,Sisyridae,,,,Sisyra,,,,,Burmeister,SAFIT,DFG-ABL
Sisyra vicaria,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Neuroptera,,,Sisyridae,,,,Sisyra,,Sisyra vicaria,,,Walker,SAFIT,DFG-ABL
Sisyridae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Neuroptera,,,Sisyridae,,,,,,,,,Handlirsch,SAFIT,DFG-ABL
Skwala,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Perlodidae,,,,Skwala,,,,,Ricker,SAFIT,DFG-ABL
Skwala americana,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Perlodidae,,,,Skwala,,Skwala americana,,,(Kalapalek),SAFIT,DFG-ABL
Skwala curvata,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Perlodidae,,,,Skwala,,Skwala curvata,,,(Hanson),SAFIT,DFG-ABL
Slavina,,TRUE,Annelida,Clitellata,,Oligochaeta,,Microdrili,Tubificida,,,Naididae,,,,Slavina,,,,,,SAFIT,DFG-ABL
Slavina appendiculata,,TRUE,Annelida,Clitellata,,Oligochaeta,,Microdrili,Tubificida,,,Naididae,,,,Slavina,,Slavina appendiculata,,,,SAFIT,DFG-ABL
Smicridea,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydropsychidae,,,,Smicridea,,,,,MacLachlan,SAFIT,DFG-ABL
Smicridea arizonensis,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydropsychidae,,,,Smicridea,,Smicridea arizonensis,,,Flint,SAFIT,DFG-ABL
Smicridea dispar,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydropsychidae,,,,Smicridea,,Smicridea dispar,,,(Banks),SAFIT,DFG-ABL
Smicridea fasciatella,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydropsychidae,,,,Smicridea,,Smicridea fasciatella,,,MacLachlan,SAFIT,DFG-ABL
Smicridea signata,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydropsychidae,,,,Smicridea,,Smicridea signata,,,(Banks),SAFIT,DFG-ABL
Smittia,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Orthocladiinae,,,Smittia,,,,,Holmgren,SAFIT,DFG-ABL
Soliperla,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Peltoperlidae,,,,Soliperla,,,,,Ricker,SAFIT,DFG-ABL
Soliperla campanula,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Peltoperlidae,,,,Soliperla,,Soliperla campanula,,,(Jewett),SAFIT,DFG-ABL
Soliperla cowlitz,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Peltoperlidae,,,,Soliperla,,Soliperla cowlitz,,,Stark and Gustafson,SAFIT,DFG-ABL
Soliperla fenderi,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Peltoperlidae,,,,Soliperla,,Soliperla fenderi,,,(Jewett),SAFIT,DFG-ABL
Soliperla quadrispinula,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Peltoperlidae,,,,Soliperla,,Soliperla quadrispinula,,,(Jewett),SAFIT,DFG-ABL
Soliperla sierra,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Peltoperlidae,,,,Soliperla,,Soliperla sierra,,,Stark,SAFIT,DFG-ABL
Soliperla thyra,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Peltoperlidae,,,,Soliperla,,Soliperla thyra,,,(Needham and Smith),SAFIT,DFG-ABL
Soliperla tillamook,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Peltoperlidae,,,,Soliperla,,Soliperla tillamook,,,Stark,SAFIT,DFG-ABL
Somatochlora,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Corduliidae,,,,Somatochlora,,,,,Selys,SAFIT,DFG-ABL
Somatochlora albicincta,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Corduliidae,,,,Somatochlora,,Somatochlora albicincta,,,(Burmeister),SAFIT,DFG-ABL
Somatochlora minor,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Corduliidae,,,,Somatochlora,,Somatochlora minor,,,Calvert,SAFIT,DFG-ABL
Somatochlora semicircularis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Odonata,,,Corduliidae,,,,Somatochlora,,Somatochlora semicircularis,,,(Selys),SAFIT,DFG-ABL
Sorbeoconcha,,TRUE,Mollusca,,,Gastropoda,Prosobranchia,,Sorbeoconcha,,,,,,,,,,,,Ponder and Lindberg,SAFIT,DFG-ABL
Soyedina,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Nemouridae,,,,Soyedina,,,,,Ricker,SAFIT,DFG-ABL
Soyedina interrupta,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Nemouridae,,,,Soyedina,,Soyedina interrupta,,,(Claassen),SAFIT,DFG-ABL
Soyedina nevadensis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Nemouridae,,,,Soyedina,,Soyedina nevadensis,,,Claassen,SAFIT,DFG-ABL
Soyedina producta,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Plecoptera,,,Nemouridae,,,,Soyedina,,Soyedina producta,,,Claassen,SAFIT,DFG-ABL
Specaria,,TRUE,Annelida,Clitellata,,Oligochaeta,,Microdrili,Tubificida,,,Naididae,,,,Specaria,,,,,,SAFIT,DFG-ABL
Specaria josinae,,TRUE,Annelida,Clitellata,,Oligochaeta,,Microdrili,Tubificida,,,Naididae,,,,Specaria,,Specaria josinae,,,,SAFIT,DFG-ABL
Sperchon,,TRUE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Sperchontidae,,,,Sperchon,,,,,Kramer,SAFIT,DFG-ABL
Sperchon stellata,,FALSE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Sperchontidae,,,,Sperchon,,Sperchon stellata,,,(Cook),SAFIT,DFG-ABL
Sperchonopsis,,TRUE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Sperchontidae,,,,Sperchonopsis,,,,,Piersig,SAFIT,DFG-ABL
Sperchontidae,,TRUE,Arthropoda,Chelicerata,,Arachnida,Acari,,Trombidiformes,,,Sperchontidae,,,,,,,,,Thor,SAFIT,DFG-ABL
Sphaeriidae,,TRUE,Mollusca,,,Bivalvia,Heterodonta,,Veneroida,,,Sphaeriidae,,,,,,,,,Deshayes,SAFIT,DFG-ABL
Sphaerium,,TRUE,Mollusca,,,Bivalvia,Heterodonta,,Veneroida,,,Sphaeriidae,,,,Sphaerium,,,,,Scopoli,SAFIT,DFG-ABL
Sphaerium nitidum,,FALSE,Mollusca,,,Bivalvia,Heterodonta,,Veneroida,,,Sphaeriidae,,,,Sphaerium,,Sphaerium nitidum,,,Clessin,SAFIT,DFG-ABL
Sphaerium occidentale,,FALSE,Mollusca,,,Bivalvia,Heterodonta,,Veneroida,,,Sphaeriidae,,,,Sphaerium,,Sphaerium occidentale,,,(Gould),SAFIT,DFG-ABL
Sphaerium patella,,TRUE,Mollusca,,,Bivalvia,Heterodonta,,Veneroida,,,Sphaeriidae,,,,Sphaerium,,Sphaerium patella,,,(Gould),SAFIT,DFG-ABL
Sphaerium striatinum,,TRUE,Mollusca,,,Bivalvia,Heterodonta,,Veneroida,,,Sphaeriidae,,,,Sphaerium,,Sphaerium striatinum,,,(Lamarck),SAFIT,DFG-ABL
Sphaerius,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Microsporidae,,,,Sphaerius,,,,,Waltl,SAFIT,DFG-ABL
Sphaeromatidae,,TRUE,Arthropoda,Crustacea,,Malacostraca,,,Isopoda,,,Sphaeromatidae,,,,,,,,,Latreille,SAFIT,DFG-ABL
Sphaeromias,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Ceratopogonidae,Ceratopogoninae,,,Sphaeromias,,,,,,SAFIT,DFG-ABL
Stactobiella,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Stactobiella,,,,,Martynov,SAFIT,DFG-ABL
Stactobiella brustia,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Stactobiella,,Stactobiella brustia,,,(Ross),SAFIT,DFG-ABL
Stactobiella delira,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Stactobiella,,Stactobiella delira,,,(Ross),SAFIT,DFG-ABL
Stactobiella palmata,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Trichoptera,,,Hydroptilidae,,,,Stactobiella,,Stactobiella palmata,,,(Ross),SAFIT,DFG-ABL
Stagnicola,,TRUE,Mollusca,,,Gastropoda,Pulmonata,,Basommatophora,,,Lymnaeidae,,,,Stagnicola,,,,,,SAFIT,DFG-ABL
Staphylinidae,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Staphylinidae,,,,,,,,,Latreille,SAFIT,DFG-ABL
Stegopterna,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Stegopterna,,,,,Enderlein,SAFIT,DFG-ABL
Stegopterna acra,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Stegopterna,,Stegopterna acra,,,"Currie, Adler and Wood",SAFIT,DFG-ABL
Stegopterna permutata,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Stegopterna,,Stegopterna permutata,,,(Dyar and Shannon),SAFIT,DFG-ABL
Stegopterna xantha,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Simuliidae,,,,Stegopterna,,Stegopterna xantha,,,"Currie, Adler and Wood",SAFIT,DFG-ABL
Stempellina,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Chironominae,Tanytarsini,,Stempellina,,,,,Thienemann and Bause in Bause,SAFIT,DFG-ABL
Stempellinella,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Chironominae,Tanytarsini,,Stempellinella,,,,,Brundin,SAFIT,DFG-ABL
Stenelmis,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Elmidae,,,,Stenelmis,,,,,Dufour,SAFIT,DFG-ABL
Stenelmis calida,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Elmidae,,,,Stenelmis,,Stenelmis calida,,,Chandler,SAFIT,DFG-ABL
Stenelmis lariversi,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Elmidae,,,,Stenelmis,,Stenelmis lariversi,,,Schmude,SAFIT,DFG-ABL
Stenelmis moapa,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Elmidae,,,,Stenelmis,,Stenelmis moapa,,,LaRivers,SAFIT,DFG-ABL
Stenelmis occidentalis,,FALSE,Arthropoda,Hexapoda,,Insecta,,,Coleoptera,,,Elmidae,,,,Stenelmis,,Stenelmis occidentalis,,,Schmude and Brown,SAFIT,DFG-ABL
Stenochironomus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Chironominae,Chironomini,,Stenochironomus,,,,,Kieffer in Kieffer and Thienemann,SAFIT,DFG-ABL
Stenochironomus colei,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Chironominae,Chironomini,,Stenochironomus,,Stenochironomus colei,,,(Malloch),SAFIT,DFG-ABL
Stenochironomus fuscipatellus,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Chironominae,Chironomini,,Stenochironomus,,Stenochironomus fuscipatellus,,,Borkent,SAFIT,DFG-ABL
Stenochironomus hilaris,,TRUE,Arthropoda,Hexapoda,,Insecta,,,Diptera,,,Chironomidae,Chironominae,Chironomini,,Stenochironomus,,Stenochironomus hilaris,,,(Walker),SAFIT,DFG-ABL
